dispute_id,payment_id,reason_code,amount,respond_by,has_avs_match,has_cvv_match,has_delivery_confirmation,has_device_fingerprint_match,has_duplicate_transaction_proof,has_item_description_match,has_product_photos,has_refund_already_issued,has_return_communication,has_signature_confirmation,has_tracking_number,would_win
D014630,pay_46952077,duplicate_charge,7284.55,2026-02-01,False,True,,True,True,True,True,False,True,True,True,False
D020100,pay_78943960,unauthorized_transaction,1303.12,2026-01-29,False,False,False,False,True,False,,False,True,True,True,False
D027357,pay_10965953,duplicate_charge,4224.3,2026-04-27,True,True,True,False,,False,,False,True,False,True,False
D000114,pay_58095862,item_not_received,5694.47,2026-02-19,False,True,False,False,True,True,True,True,False,True,True,True
D022469,pay_00292163,item_not_as_described,519.98,2026-10-19,True,True,True,,True,True,,True,True,False,True,True
D006549,pay_15370567,item_not_received,4667.29,2026-09-08,False,False,True,True,True,False,False,False,False,,False,True
D023937,pay_47049943,unauthorized_transaction,7281.01,2026-04-15,True,True,False,True,False,True,False,True,True,False,False,True
D005076,pay_13004613,item_not_as_described,447.53,2026-07-13,False,False,True,,,False,True,False,True,,True,False
D029298,pay_29860240,item_not_received,5171.96,2026-02-08,,False,False,True,False,True,,,False,False,,True
D013981,pay_75088951,duplicate_charge,4682.99,2026-07-14,False,,,True,True,True,False,True,True,False,False,True
D017936,pay_59300991,item_not_received,7030.52,2026-04-28,,False,False,,False,True,,False,False,True,False,False
D022082,pay_08306267,unauthorized_transaction,6484.66,2026-06-06,True,True,,True,True,True,True,True,True,,True,True
D021185,pay_92721684,item_not_as_described,6490.81,2026-06-25,True,True,True,,True,,True,False,False,True,False,True
D026652,pay_50270728,item_not_received,5300.89,2026-10-13,True,False,True,False,True,True,False,,False,True,True,True
D014743,pay_67963761,unauthorized_transaction,1923.17,2026-08-19,False,False,True,False,True,False,True,False,,,True,False
D027749,pay_02965109,item_not_received,3337.15,2026-01-19,True,,True,True,False,True,False,True,True,True,True,True
D011212,pay_51894171,item_not_as_described,7910.36,2026-01-29,False,False,True,True,False,True,True,False,True,True,,True
D017453,pay_14655889,item_not_as_described,5956.11,2026-06-23,False,True,True,True,,False,True,False,True,True,False,True
D016556,pay_40988642,item_not_received,3904.02,2026-01-19,True,False,True,True,,True,False,False,,False,False,True
D005373,pay_56762000,item_not_received,419.77,2026-04-22,False,False,True,False,True,False,True,True,True,True,True,True
D014742,pay_09400129,item_not_as_described,498.55,2026-02-05,True,False,True,False,True,True,,,True,True,,False
D010326,pay_18334076,item_not_received,3259.34,2026-06-28,True,True,False,False,,True,True,False,True,False,,False
D020059,pay_61531826,duplicate_charge,7321.91,2026-05-06,True,False,True,,,True,True,False,True,False,False,False
D006149,pay_35568044,item_not_received,739.72,2026-02-17,False,True,False,True,False,,,False,,True,True,True
D000383,pay_95952852,duplicate_charge,6625.74,2026-07-02,False,True,True,True,False,True,False,True,False,False,False,False
D002355,pay_63027359,item_not_received,7727.3,2026-03-28,,False,True,False,True,True,False,True,True,,True,True
D021047,pay_66804849,duplicate_charge,5483.73,2026-10-01,False,,False,False,True,True,False,False,True,False,True,True
D013470,pay_88186871,duplicate_charge,1203.2,2026-05-21,,True,True,False,True,False,True,False,True,True,True,True
D026162,pay_37638527,item_not_as_described,7606.26,2026-06-04,True,False,True,True,True,False,,True,False,False,False,False
D007212,pay_85211739,item_not_as_described,6970.95,2026-04-01,True,,True,,False,,True,True,True,True,True,False
D008095,pay_23449918,item_not_as_described,6019.28,2026-04-05,,True,True,False,True,True,True,True,True,False,False,True
D010985,pay_29345752,item_not_as_described,7385.75,2026-05-04,True,True,True,True,,False,True,True,True,,True,True
D024365,pay_89795290,duplicate_charge,5403.14,2026-05-21,True,True,True,True,False,True,True,True,True,False,True,True
D001245,pay_56625181,item_not_received,4820.91,2026-07-04,False,,False,,,,,True,True,True,True,True
D001347,pay_58259483,item_not_as_described,3559.29,2026-07-02,True,True,True,False,True,,True,False,True,False,False,False
D001816,pay_54962068,duplicate_charge,4346.99,2026-03-23,False,False,False,False,False,True,False,False,True,True,,False
D029166,pay_92341579,item_not_received,7734.84,2026-09-26,True,True,True,True,False,True,False,False,,True,False,False
D024014,pay_77020249,item_not_received,1005.67,2026-07-03,False,True,True,True,True,False,True,True,False,True,True,False
D018916,pay_63741705,unauthorized_transaction,5738.88,2026-05-01,False,True,False,True,,False,,True,False,True,False,True
D016640,pay_22168307,item_not_as_described,792.4,2026-07-13,False,True,False,True,,True,False,True,True,True,False,True
D024378,pay_38122716,item_not_as_described,1436.71,2026-02-15,True,False,False,False,True,False,False,True,,False,False,False
D018953,pay_15818797,duplicate_charge,3883.61,2026-01-21,False,True,False,False,True,True,,False,False,False,,True
D028816,pay_50486694,unauthorized_transaction,2348.15,2026-02-03,False,True,False,False,True,False,False,True,False,True,True,True
D029115,pay_65666837,item_not_as_described,6112.86,2026-07-09,True,False,,True,True,True,,True,True,True,False,False
D025845,pay_51756031,item_not_received,7373.62,2026-08-07,True,True,,False,False,True,True,False,False,True,False,True
D023026,pay_65003010,item_not_as_described,5989.17,2026-08-29,,False,True,False,False,,False,,False,True,True,False
D015203,pay_39777184,duplicate_charge,6576.92,2026-04-05,,False,False,False,True,False,True,True,True,,True,True
D014854,pay_78811473,item_not_as_described,7883.18,2026-04-07,False,True,True,,False,False,False,False,,False,True,False
D024912,pay_83260032,unauthorized_transaction,1440.25,2026-07-17,True,False,,True,False,True,False,False,True,False,False,True
D007617,pay_96506892,item_not_received,6063.85,2026-09-23,False,True,False,True,True,,False,False,True,False,False,False
D028798,pay_13994676,item_not_as_described,7527.24,2026-02-26,False,False,False,False,True,False,False,False,,True,True,False
D010845,pay_85773562,item_not_received,5368.27,2026-02-17,True,False,False,False,False,False,False,True,False,True,True,False
D026166,pay_53573070,unauthorized_transaction,1189.3,2026-08-02,True,True,True,,True,False,True,True,,,False,True
D011198,pay_38743549,duplicate_charge,4778.75,2026-03-17,True,False,False,False,True,True,,False,True,True,False,True
D006426,pay_46618161,duplicate_charge,7549.98,2026-06-10,False,True,False,True,True,,False,False,False,True,False,True
D011959,pay_11316515,item_not_as_described,3745.48,2026-09-11,True,False,False,False,False,,True,True,True,False,False,False
D015849,pay_47111734,item_not_received,4070.78,2026-09-19,False,False,False,False,,False,False,True,False,False,True,False
D020795,pay_97383858,duplicate_charge,3239.82,2026-01-05,,,False,False,True,False,True,,,True,False,True
D001009,pay_65188533,unauthorized_transaction,6899.76,2026-03-12,True,,,True,False,True,True,True,False,True,True,False
D028644,pay_37350914,item_not_received,5740.85,2026-07-16,False,False,False,True,True,True,False,,True,False,,False
D004446,pay_79097709,duplicate_charge,4623.89,2026-09-22,True,False,False,False,False,,True,False,False,,True,True
D015311,pay_76271368,item_not_received,2684.78,2026-01-15,False,True,True,True,True,False,True,False,True,False,False,False
D010095,pay_84965599,duplicate_charge,4266.98,2026-04-06,True,True,False,False,False,True,True,True,True,False,True,False
D027694,pay_82500469,item_not_received,303.91,2026-08-28,True,True,True,True,False,True,True,False,,,False,True
D006419,pay_87322605,item_not_as_described,3595.26,2026-08-12,True,False,,True,False,True,True,,True,,True,True
D005780,pay_01041880,duplicate_charge,3149.4,2026-06-05,True,False,True,False,False,False,False,,True,False,False,False
D023945,pay_78778197,item_not_as_described,6360.64,2026-01-03,True,False,,True,False,False,False,True,False,,True,False
D004049,pay_83947138,unauthorized_transaction,788.89,2026-03-28,True,,True,True,True,True,True,True,True,True,False,False
D002383,pay_18515506,item_not_as_described,364.42,2026-07-20,False,True,False,True,False,True,True,True,True,True,,True
D017070,pay_22758074,duplicate_charge,7285.78,2026-02-07,True,False,,False,False,True,True,True,True,True,True,True
D020210,pay_59544228,duplicate_charge,3451.61,2026-09-19,,True,False,True,,False,False,True,False,,False,True
D027813,pay_07176362,duplicate_charge,1119.98,2026-07-07,False,False,True,False,True,True,False,False,False,,False,False
D007942,pay_85461063,item_not_received,2503.72,2026-08-01,False,False,False,True,True,True,False,True,False,True,True,True
D016839,pay_48497419,unauthorized_transaction,5221.45,2026-05-18,True,,True,True,True,True,False,True,True,True,True,True
D010949,pay_73260256,duplicate_charge,5189.26,2026-08-23,,True,,False,False,False,False,,True,,False,True
D029822,pay_10590778,unauthorized_transaction,4749.65,2026-03-09,True,True,False,True,True,True,True,,False,False,False,True
D029101,pay_19538604,unauthorized_transaction,5575.27,2026-09-17,True,True,True,True,False,True,,True,True,True,False,True
D011858,pay_06944935,item_not_received,2313.64,2026-09-12,True,True,,False,False,False,False,True,False,True,False,True
D000775,pay_96143914,duplicate_charge,669.98,2026-03-15,True,False,False,True,True,True,True,True,,,,True
D014635,pay_54827240,item_not_as_described,3835.64,2026-03-20,True,True,True,True,False,False,True,True,True,False,True,True
D014019,pay_01199713,duplicate_charge,7190.25,2026-10-23,True,False,False,True,True,False,True,True,True,True,False,True
D020341,pay_99956317,duplicate_charge,1880.33,2026-03-23,False,False,,True,True,False,False,,False,False,True,True
D027339,pay_86547333,unauthorized_transaction,7080.8,2026-03-23,True,False,False,True,False,True,,False,,,True,True
D021422,pay_13526404,unauthorized_transaction,3934.22,2026-01-26,False,False,False,False,False,False,True,False,,,True,False
D019829,pay_92837444,item_not_as_described,1722.46,2026-05-14,True,True,True,False,False,False,False,True,,True,True,False
D002870,pay_11616993,duplicate_charge,6862.08,2026-08-29,True,True,True,False,True,True,False,True,True,True,False,True
D006559,pay_64179078,item_not_as_described,6119.26,2026-10-19,False,True,False,False,False,False,False,False,True,True,False,True
D027980,pay_56093693,item_not_received,1615.91,2026-02-15,False,,True,False,True,True,False,False,False,True,True,False
D013348,pay_77222876,item_not_as_described,3472.59,2026-04-29,True,False,True,,,False,False,True,,True,,False
D028114,pay_86575067,unauthorized_transaction,6150.87,2026-02-01,True,False,False,,False,False,False,,,False,,False
D006969,pay_72835056,item_not_received,722.49,2026-04-22,True,True,,False,True,True,True,,True,True,True,False
D014572,pay_84159632,item_not_received,1709.04,2026-07-22,True,,,,True,False,False,,,True,False,True
D025824,pay_90570252,item_not_as_described,670.08,2026-06-01,,True,True,True,False,True,True,True,True,True,True,False
D025554,pay_84792415,item_not_received,5946.75,2026-09-17,False,False,False,True,,True,True,False,True,True,False,True
D022835,pay_85633709,item_not_received,1653.58,2026-03-25,True,True,True,False,True,,True,True,True,True,True,True
D026131,pay_61400205,item_not_as_described,6845.03,2026-07-21,True,False,True,False,False,True,False,False,True,,True,True
D009953,pay_88591448,item_not_as_described,3308.47,2026-07-20,False,False,False,False,True,True,True,False,True,False,False,True
D028631,pay_48362692,item_not_as_described,6226.24,2026-09-22,False,False,True,False,False,False,,False,False,False,,False
D028583,pay_99805320,item_not_as_described,796.26,2026-05-08,,False,True,,False,True,False,True,True,True,,False
D008546,pay_48521492,unauthorized_transaction,1424.76,2026-08-06,True,True,True,,True,,True,True,False,False,,True
D018464,pay_10222538,item_not_as_described,3441.34,2026-05-23,True,True,False,True,True,,False,False,False,False,False,False
D001292,pay_12426963,duplicate_charge,4249.19,2026-07-04,True,True,True,,,False,True,False,True,,False,True
D024476,pay_59396950,item_not_as_described,7129.73,2026-07-21,False,False,True,,False,True,,True,True,False,,False
D025584,pay_70820379,item_not_received,3403.01,2026-02-12,False,False,False,True,False,False,False,True,True,True,False,True
D015473,pay_15098783,duplicate_charge,5888.85,2026-02-05,False,False,True,True,False,True,True,False,True,True,True,True
D000408,pay_62942341,duplicate_charge,4290.34,2026-01-20,True,,True,True,True,False,True,False,True,,False,True
D014460,pay_88031769,item_not_received,650.37,2026-01-20,True,True,True,False,False,,True,False,False,True,True,False
D028379,pay_24892375,item_not_received,4436.47,2026-03-03,False,True,,True,True,True,False,True,False,,True,False
D000064,pay_00466177,duplicate_charge,5904.51,2026-04-26,False,True,True,False,False,False,False,True,False,True,False,True
D013188,pay_61808518,duplicate_charge,4916.67,2026-04-04,,,,False,False,False,True,True,True,False,False,True
D005764,pay_30762781,duplicate_charge,7725.67,2026-01-23,True,True,False,,True,False,False,,False,True,True,True
D012042,pay_13844051,unauthorized_transaction,6129.45,2026-06-28,True,True,False,,,,,True,True,True,,True
D005876,pay_72445558,duplicate_charge,5996.87,2026-10-06,False,False,False,False,False,True,False,False,False,False,False,True
D018004,pay_53843620,unauthorized_transaction,542.08,2026-06-07,,True,True,False,True,True,True,False,False,False,False,False
D024130,pay_20848981,item_not_received,7931.67,2026-06-20,False,False,True,True,True,False,False,False,True,True,True,False
D013604,pay_44193417,item_not_received,3073.72,2026-05-05,False,True,False,False,True,True,True,,False,False,True,False
D006684,pay_89583136,duplicate_charge,7969.3,2026-08-16,True,,True,,False,False,False,,False,True,,False
D022480,pay_53923178,item_not_as_described,4916.61,2026-05-01,False,,True,,False,True,True,True,True,True,,True
D019871,pay_16286880,item_not_received,2477.67,2026-02-09,True,False,False,False,False,False,False,True,False,True,True,True
D006147,pay_58875884,duplicate_charge,3399.55,2026-05-02,True,True,False,True,,False,False,False,False,False,True,False
D010658,pay_36123425,item_not_as_described,504.35,2026-05-04,,True,False,True,,True,False,True,True,True,,True
D026699,pay_79045859,duplicate_charge,6219.75,2026-08-01,True,True,True,,,True,False,,True,False,False,False
D016013,pay_05944522,item_not_as_described,4009.68,2026-02-04,False,False,False,,True,True,True,True,,False,True,False
D028327,pay_91277816,item_not_received,4306.53,2026-06-14,True,False,False,,True,False,True,,True,True,True,True
D016652,pay_33761757,item_not_received,971.13,2026-08-08,,True,True,False,True,,False,True,True,False,,True
D015200,pay_19033897,item_not_received,1607.77,2026-07-31,,True,False,,False,False,True,True,True,False,True,True
D018024,pay_46794701,item_not_as_described,4912.25,2026-03-12,False,,False,False,False,,False,False,True,True,True,True
D021158,pay_32902889,item_not_as_described,2585.75,2026-03-27,True,False,False,False,True,True,False,False,True,True,False,False
D026510,pay_43898655,duplicate_charge,417.47,2026-09-30,,False,False,True,True,True,True,True,,False,,True
D021189,pay_03649134,duplicate_charge,6960.28,2026-09-05,False,,True,False,False,True,False,False,False,False,False,False
D000158,pay_80042177,item_not_as_described,4963.15,2026-04-30,False,False,True,False,,True,False,False,True,,False,False
D021567,pay_24392770,duplicate_charge,5077.59,2026-07-18,,True,True,True,True,True,True,True,True,,False,True
D014893,pay_21520822,item_not_as_described,2337.37,2026-01-05,,True,,True,False,False,True,True,False,True,False,True
D023740,pay_89505586,unauthorized_transaction,2346.09,2026-07-07,True,True,True,,False,,False,True,True,True,True,True
D013797,pay_01388609,item_not_as_described,6946.93,2026-05-25,True,False,True,False,False,,False,True,True,False,False,False
D020748,pay_17749152,duplicate_charge,1069.07,2026-07-27,True,True,True,True,True,,,True,True,False,,True
D017638,pay_98874457,item_not_as_described,4112.42,2026-08-02,True,False,False,False,False,False,True,False,False,True,False,False
D012969,pay_97534012,unauthorized_transaction,1417.24,2026-08-29,,True,False,False,True,True,False,True,False,True,False,True
D005790,pay_13622728,item_not_as_described,3572.5,2026-08-04,True,,False,True,True,True,,True,False,True,False,False
D010105,pay_91050728,item_not_as_described,7130.22,2026-05-26,False,True,True,,True,True,True,False,True,False,False,True
D021721,pay_22508037,item_not_received,1272.11,2026-02-07,False,False,False,True,False,False,True,True,True,False,False,False
D028478,pay_68180818,duplicate_charge,6025.35,2026-03-26,,True,False,False,False,,False,True,True,,True,True
D021656,pay_76014776,item_not_as_described,2784.96,2026-08-24,True,True,False,True,True,True,True,True,False,True,False,True
D021760,pay_23290931,item_not_as_described,2624.69,2026-02-24,True,False,True,False,False,False,True,True,,True,False,False
D006786,pay_84330016,item_not_as_described,5807.66,2026-05-17,True,False,True,False,True,True,True,True,False,,False,True
D017121,pay_13944143,duplicate_charge,1244.95,2026-05-02,True,False,True,True,False,True,,False,False,,True,False
D023886,pay_63599899,item_not_as_described,5383.92,2026-09-04,True,True,True,True,True,True,False,True,,False,False,True
D024843,pay_56070228,unauthorized_transaction,1550.61,2026-10-19,True,True,True,False,False,True,True,False,False,True,,False
D009625,pay_97000902,duplicate_charge,336.2,2026-10-06,False,,,True,,True,False,False,True,False,,False
D010371,pay_93227424,item_not_as_described,3891.01,2026-09-18,True,True,True,True,False,False,True,True,False,False,,True
D000218,pay_99831145,item_not_received,2788.42,2026-01-30,False,True,False,True,False,False,True,False,True,False,False,True
D002378,pay_43050164,item_not_received,661.66,2026-02-23,False,,True,False,True,True,True,False,False,True,True,True
D014894,pay_50242014,duplicate_charge,1030.63,2026-09-15,True,True,False,False,False,False,,False,True,,True,True
D020534,pay_73514262,item_not_received,2038.76,2026-05-18,False,True,True,True,True,True,True,False,False,False,False,False
D015080,pay_20347368,unauthorized_transaction,4843.95,2026-06-19,True,True,False,True,False,False,True,False,True,,False,True
D018337,pay_83319401,item_not_received,1604.79,2026-03-30,True,False,False,True,,False,,False,True,False,True,False
D025798,pay_31653243,item_not_received,3629.47,2026-07-03,False,True,,True,False,,True,False,False,,False,True
D010936,pay_70064132,item_not_received,7764.77,2026-02-12,,False,,False,True,False,True,False,True,True,False,False
D009200,pay_87789209,item_not_as_described,987.16,2026-08-09,True,True,False,False,True,False,False,,True,False,True,True
D008870,pay_01440183,item_not_received,6554.12,2026-07-29,False,True,True,False,True,True,False,,True,True,False,True
D016940,pay_34687313,unauthorized_transaction,7298.61,2026-05-15,True,True,True,True,False,True,True,True,False,False,,True
D014820,pay_48523916,item_not_received,6259.48,2026-04-29,True,True,True,True,True,True,False,True,True,True,True,True
D015255,pay_19834556,duplicate_charge,1764.4,2026-07-08,,False,False,True,False,False,False,True,False,True,True,False
D014701,pay_94870100,unauthorized_transaction,4397.38,2026-07-14,True,True,False,False,True,True,True,,False,True,False,True
D027177,pay_41568689,item_not_as_described,5888.8,2026-03-28,True,False,True,True,,True,True,False,True,True,False,True
D028672,pay_65512407,item_not_received,6595.68,2026-04-07,False,False,False,False,True,True,True,True,,True,,True
D003144,pay_08119590,unauthorized_transaction,5659.01,2026-08-31,True,,True,,True,False,True,True,False,False,,True
D003806,pay_29422992,unauthorized_transaction,6302.24,2026-09-07,False,False,False,True,False,False,False,False,,False,True,True
D000883,pay_63502724,item_not_as_described,3438.76,2026-09-19,True,False,,True,False,False,False,True,True,False,True,False
D017752,pay_84261168,item_not_received,4873.64,2026-08-17,False,True,,False,False,False,False,True,False,True,True,True
D008464,pay_08962104,unauthorized_transaction,6875.34,2026-03-05,,,False,True,True,False,False,,False,False,True,True
D005482,pay_89451712,item_not_received,3406.53,2026-03-16,True,False,True,True,False,False,,False,True,False,True,True
D016119,pay_34615558,item_not_as_described,1113.16,2026-10-02,,True,True,,False,False,False,False,True,True,True,False
D013191,pay_81712741,duplicate_charge,6440.3,2026-10-09,,True,True,,,True,False,True,True,,False,True
D027596,pay_98725848,item_not_as_described,5720.7,2026-06-02,True,True,False,,,True,True,False,False,False,True,True
D008444,pay_10050878,unauthorized_transaction,2791.71,2026-04-11,False,True,,False,False,True,True,False,False,False,False,False
D012562,pay_16134417,item_not_received,6614.55,2026-07-19,True,True,False,,False,False,False,False,,False,,False
D008372,pay_53300487,item_not_received,311.4,2026-06-04,False,False,False,False,False,,False,True,True,,False,False
D024394,pay_66256312,duplicate_charge,5270.87,2026-02-14,False,,False,True,False,True,False,True,False,True,,False
D006669,pay_07045290,unauthorized_transaction,1418.54,2026-03-13,True,True,True,,True,True,False,True,False,True,False,True
D029987,pay_03814184,unauthorized_transaction,7002.33,2026-02-20,False,True,True,,True,True,,True,True,False,False,False
D002146,pay_70851710,item_not_as_described,5861.02,2026-01-13,True,True,True,True,False,False,True,True,False,True,False,False
D029829,pay_20127176,unauthorized_transaction,1677.69,2026-04-11,,True,False,True,False,False,False,,False,True,False,True
D003367,pay_01544766,duplicate_charge,1414.6,2026-04-21,False,False,True,False,,True,,True,True,True,True,False
D000850,pay_94050268,item_not_as_described,4064.39,2026-08-11,True,,False,True,,True,True,True,,True,False,True
D013866,pay_45278359,duplicate_charge,5336.94,2026-02-17,True,,False,,False,False,,True,False,False,True,False
D012192,pay_08164435,item_not_as_described,2682.0,2026-08-23,True,False,True,False,True,True,,False,False,False,True,False
D009115,pay_98906399,unauthorized_transaction,3738.13,2026-08-18,True,,True,False,False,False,True,,True,,False,True
D029431,pay_16727324,item_not_received,1893.82,2026-03-18,,True,False,True,False,False,False,,False,False,,False
D009160,pay_48737293,item_not_as_described,4463.54,2026-02-23,False,True,True,False,True,False,True,True,True,False,True,True
D029326,pay_54778677,item_not_received,2853.11,2026-09-13,False,True,True,False,True,False,True,True,,True,False,True
D012003,pay_91608080,item_not_received,3699.07,2026-09-18,,,True,False,False,False,True,True,True,True,False,True
D029243,pay_38251913,item_not_received,6264.19,2026-03-11,False,False,False,False,False,True,False,True,,False,True,False
D009262,pay_50132617,unauthorized_transaction,6194.23,2026-10-26,True,True,False,True,False,False,False,True,True,False,False,True
D027757,pay_44383436,item_not_as_described,2676.8,2026-06-19,False,,True,True,True,True,,False,True,True,False,False
D023788,pay_18772362,unauthorized_transaction,856.57,2026-02-16,True,True,True,True,False,False,False,True,False,,True,True
D003974,pay_76655441,duplicate_charge,3252.48,2026-03-26,True,,,True,,False,False,True,False,False,False,False
D011787,pay_13877434,duplicate_charge,1601.62,2026-05-20,False,True,False,False,False,False,True,True,True,False,,True
D000211,pay_44657219,item_not_as_described,4086.03,2026-08-01,False,False,False,,False,False,True,True,True,False,True,True
D020859,pay_88231031,duplicate_charge,7444.24,2026-01-26,True,False,False,False,False,True,True,False,True,False,,True
D025574,pay_49203077,item_not_received,3636.68,2026-03-05,False,True,False,,True,True,,True,True,True,True,False
D016211,pay_53030472,unauthorized_transaction,6754.51,2026-06-15,False,True,,True,True,,True,False,,,True,True
D021710,pay_09596046,unauthorized_transaction,7594.86,2026-02-13,True,False,True,True,False,False,False,False,,,False,False
D014428,pay_26917711,unauthorized_transaction,2261.19,2026-10-20,True,True,,False,False,True,False,False,True,False,True,True
D024286,pay_02454707,item_not_as_described,2890.77,2026-02-24,,False,False,True,True,False,True,False,True,False,False,True
D011732,pay_02485738,item_not_as_described,5587.72,2026-07-21,False,False,True,False,False,False,False,,False,False,False,True
D012588,pay_15002815,duplicate_charge,5020.88,2026-07-15,False,False,False,False,True,False,,True,True,False,,True
D017734,pay_59992856,item_not_received,535.53,2026-04-09,,False,True,True,False,False,True,False,True,True,,False
D002445,pay_79599516,duplicate_charge,6864.94,2026-06-20,True,True,True,True,True,True,False,,True,False,True,False
D029623,pay_51663225,unauthorized_transaction,1573.17,2026-07-27,True,True,False,,True,,True,,True,,False,True
D002658,pay_06725457,duplicate_charge,7388.29,2026-05-19,False,False,False,False,False,False,True,False,True,True,False,False
D022124,pay_42001417,item_not_received,2019.03,2026-03-25,True,True,False,True,True,False,,True,True,True,False,False
D004247,pay_92159166,item_not_as_described,4137.61,2026-03-23,False,False,,True,,False,False,True,False,True,False,False
D002830,pay_81186598,item_not_received,5110.72,2026-06-01,,True,,False,,True,False,False,True,False,False,True
D005606,pay_15805476,duplicate_charge,324.16,2026-04-03,False,True,False,False,,,True,False,False,True,False,True
D002885,pay_43542078,item_not_as_described,1342.26,2026-10-11,False,False,False,False,True,True,True,True,True,False,False,False
D003180,pay_22545059,unauthorized_transaction,306.81,2026-04-28,,False,False,,False,True,True,,True,True,False,True
D003498,pay_94990744,duplicate_charge,4935.12,2026-07-03,True,,True,,,True,False,True,False,True,True,True
D018252,pay_42604533,item_not_as_described,7558.74,2026-04-25,False,False,False,True,True,False,False,False,False,False,False,True
D013043,pay_85479879,item_not_received,1376.46,2026-07-18,True,,True,False,True,False,False,True,True,True,True,True
D003111,pay_82478237,duplicate_charge,2427.02,2026-01-05,True,True,True,True,,True,True,True,True,True,,True
D026600,pay_32442242,duplicate_charge,5641.64,2026-10-02,False,False,True,True,,True,True,True,False,True,,False
D001654,pay_49605793,item_not_as_described,1124.03,2026-06-22,False,True,False,False,False,True,True,,False,False,False,True
D010110,pay_56486508,item_not_as_described,1778.86,2026-10-23,,True,True,True,False,,True,True,True,,,True
D021684,pay_25278239,item_not_as_described,2312.59,2026-02-27,True,True,True,True,False,True,True,True,True,True,True,True
D006229,pay_99027601,unauthorized_transaction,2369.87,2026-08-12,False,False,True,False,False,False,False,True,False,False,False,False
D007864,pay_70235404,unauthorized_transaction,3320.26,2026-04-14,True,True,False,True,True,True,,False,False,False,True,False
D011689,pay_79010195,item_not_received,2150.42,2026-08-17,True,,True,True,True,False,,False,,False,False,False
D027764,pay_16156340,duplicate_charge,404.02,2026-05-30,True,,False,False,True,False,False,True,False,,,True
D011639,pay_84801678,item_not_as_described,4599.54,2026-09-12,False,True,True,,False,False,False,False,False,False,,False
D002702,pay_89946254,duplicate_charge,6615.34,2026-08-16,False,True,True,,True,,False,False,True,,False,False
D007232,pay_69796714,item_not_as_described,530.98,2026-01-20,True,,True,,True,False,,,,,,True
D017976,pay_17191684,duplicate_charge,7013.5,2026-06-10,,False,True,True,False,False,True,True,False,True,False,False
D006216,pay_83969052,unauthorized_transaction,3582.38,2026-06-04,True,,True,True,True,,True,False,,False,False,True
D009913,pay_39647352,item_not_received,4479.93,2026-09-08,False,False,False,,,False,False,False,True,False,False,False
D029066,pay_67638363,item_not_as_described,1438.6,2026-06-25,False,,True,True,True,,False,False,,True,,False
D025259,pay_17508553,unauthorized_transaction,5906.42,2026-05-23,True,True,,True,False,False,,False,True,True,False,True
D020321,pay_38555403,duplicate_charge,7145.89,2026-02-16,True,True,False,True,False,False,False,False,,False,True,False
D014967,pay_56736965,duplicate_charge,3149.75,2026-08-04,True,False,True,False,True,False,,,True,False,True,True
D026773,pay_97899375,unauthorized_transaction,2238.12,2026-06-10,,False,True,True,False,False,False,False,False,True,False,True
D003119,pay_87711898,item_not_received,2147.16,2026-02-05,True,False,False,False,,True,True,,True,,True,True
D003972,pay_37955515,item_not_received,1758.09,2026-05-07,True,False,,False,False,True,False,False,True,,True,True
D017979,pay_44444846,item_not_received,4142.49,2026-10-28,,True,True,False,,True,False,,False,True,True,True
D004105,pay_55147638,item_not_as_described,2420.65,2026-07-03,True,True,,True,True,True,True,True,True,False,False,True
D028722,pay_19625688,item_not_as_described,2490.47,2026-09-18,,False,False,False,True,False,False,False,False,False,False,False
D029918,pay_38037035,duplicate_charge,7534.09,2026-07-04,True,True,True,True,True,True,True,False,False,False,True,True
D018575,pay_78472734,duplicate_charge,7083.04,2026-07-02,True,,False,False,True,False,True,True,True,True,False,True
D011667,pay_64251421,item_not_as_described,774.65,2026-01-12,True,True,False,False,True,True,,True,,False,,True
D019728,pay_35759377,item_not_received,5274.68,2026-03-30,False,True,,,,False,False,True,True,False,True,False
D008274,pay_32465785,item_not_as_described,788.33,2026-06-29,False,True,,False,True,,True,True,,True,,False
D007941,pay_09251992,item_not_received,6370.2,2026-07-30,True,True,False,True,True,,True,True,False,False,,False
D025122,pay_76039957,item_not_as_described,2364.99,2026-07-09,False,False,False,True,False,True,True,True,False,False,False,True
D017775,pay_35425881,item_not_as_described,7398.33,2026-01-22,False,True,True,True,True,True,True,True,True,False,,True
D008896,pay_98327168,item_not_as_described,6114.21,2026-04-06,False,,True,False,,,,False,True,False,False,True
D008375,pay_91046644,unauthorized_transaction,718.77,2026-01-19,False,True,True,False,True,True,True,,True,False,False,False
D009385,pay_83477305,duplicate_charge,7957.84,2026-05-29,True,False,,False,True,True,,True,True,False,,False
D000622,pay_84594084,duplicate_charge,6796.57,2026-10-22,False,,False,True,,True,False,True,False,True,False,False
D009019,pay_78205153,unauthorized_transaction,6632.22,2026-01-11,True,True,False,True,False,True,,True,False,True,False,True
D013502,pay_31057127,item_not_received,6456.04,2026-04-04,False,True,True,True,False,False,True,False,True,False,False,True
D023200,pay_33579044,unauthorized_transaction,4639.5,2026-01-23,,True,,True,,False,True,,True,True,True,True
D020602,pay_25065624,item_not_received,7558.15,2026-03-30,,,False,True,,False,,True,,True,False,True
